Course,Green,Tee,CR,SR,Yards
キングアウト-キングイン,A-Green,バック,73.0,124,7011
キングアウト-キングイン,A-Green,レギュラー,71.3,121,6678
キングアウト-キングイン,A-Green,フロント1,69.5,117,6296
キングアウト-キングイン,A-Green,フロント2,66.1,111,5579
キングアウト-キングイン,B-Green,バック,71.7,125,6734
キングアウト-キングイン,B-Green,レギュラー,70.0,122,6401
キングアウト-キングイン,B-Green,フロント1,68.3,117,6019
キングアウト-キングイン,B-Green,フロント2,64.8,111,5306
クィーンアウト-クィーンイン,A-Green,バック,70.8,126,6579
クィーンアウト-クィーンイン,A-Green,レギュラー,68.8,124,6208
クィーンアウト-クィーンイン,A-Green,フロント1,67.3,119,5907
クィーンアウト-クィーンイン,A-Green,フロント2,66.0,115,5620
クィーンアウト-クィーンイン,B-Green,バック,69.7,122,6400
クィーンアウト-クィーンイン,B-Green,レギュラー,67.9,118,6029
クィーンアウト-クィーンイン,B-Green,フロント1,66.4,114,5738
クィーンアウト-クィーンイン,B-Green,フロント2,65.1,111,5441
